School_Name,City,City,Current_rank,Overall_last,dummy_1,dummy_2,dummy_3,dummy_4
St,Patrick,Nepean,6.1,n/a,,,,
St,Victor,Toronto,6.1,n/a,,,,
Stockdale,Frankford,6.1,n/a,,,,,
Susanna,Moodie,Belleville,6.1,n/a,,,,
Timberbank,Toronto,6.1,n/a,,,,,
Transfiguration,of,our,Lord,Toronto,6.1,n/a,,
Truedell,Kingston,6.1,n/a,,,,,
Vincent,Massey,Oshawa,6.1,n/a,,,,
Viscount,Alexander,Cornwall,6.1,n/a,,,,
Wexford,Toronto,6.1,n/a,,,,,
Ada,B,Massecar,Waterford,6,n/a,,,
Anderdon,Amherstburg,6,n/a,,,,,
Annunciation,of,Our,Lord,Hamilton,6,n/a,,
Bayshore,Nepean,6,n/a,,,,,
Blessed,Kateri,Tekakwitha,Orléans,6,n/a,,,
Blessed,Sacrament,Kitchener,6,n/a,,,,
Bloomsburg,Waterford,6,n/a,,,,,
C,D,Howe,Thunder,Bay,6,n/a,,
Canadian,Martyrs,St,Catharines,6,n/a,,,
Cardinal-Léger,Kitchener,6,n/a,,,,,
Casselman,-,St-Paul/Ste-Euphémie,Casselman,6,n/a,,,
Castle,Oaks,Brampton,6,n/a,,,,
Cedar,Hollow,London,6,n/a,,,,
Dr,Robert,Thornton,Whitby,6,n/a,,,
Eastdale,Stoney,Creek,6,n/a,,,,
Ellesmere-Statton,Toronto,6,n/a,,,,,
Fairview,Brantford,6,n/a,,,,,
Glenwood,Windsor,6,n/a,,,,,
Gorham,and,Ware,Thunder,Bay,6,n/a,,
Grandview,Sault,Ste.,Marie,6,n/a,,,
Greenbrier,Brantford,6,n/a,,,,,
Gulfstream,Toronto,6,n/a,,,,,
Hawthorne,Village,Milton,6,n/a,,,,
Hillsdale,Hillsdale,6,n/a,,,,,
Holy,Family,Bowmanville,6,n/a,,,,
Holy,Spirit,Cambridge,6,n/a,,,,
Holy,Spirit,Toronto,6,n/a,,,,
Horizon-Jeunesse,Vanier,6,n/a,,,,,
Immaculate,Conception,Val,Caron,6,n/a,,,
James,Strath,Peterborough,6,n/a,,,,
Janet,Lee,Stoney,Creek,6,n/a,,,
John,Campbell,Windsor,6,n/a,,,,
La,Pommeraie,London,6,n/a,,,,
Listowel,Eastdale,Listowel,6,n/a,,,,
Manor,Park,Ottawa,6,n/a,,,,
McBride,Avenue,Mississauga,6,n/a,,,,
Memorial,Stoney,Creek,6,n/a,,,,
Metropolitan,Andrei,Mississauga,6,n/a,,,,
Monsignor,Clair,Barrie,6,n/a,,,,
Montfort,Ottawa,6,n/a,,,,,
Mount,Pleasant,Village,Brampton,6,n/a,,,
O,M,MacKillop,Richmond,Hill,6,n/a,,
Patricia-Picknell,Oakville,6,n/a,,,,,
Pauline,Johnson,Burlington,6,n/a,,,,
Precious,Blood,Exeter,6,n/a,,,,
Riverside,London,6,n/a,,,,,
Sacred,Heart,LaSalle,6,n/a,,,,
Sainte-Bernadette,Gloucester,6,n/a,,,,,
Sainte-Marie,Azilda,6,n/a,,,,,
Sainte-Marie,Gloucester,6,n/a,,,,,
Saint-Michel,Toronto,6,n/a,,,,,
San,Marco,Woodbridge,6,n/a,,,,
Scarborough,Sud,Toronto,6,n/a,,,,
Shakespeare,Stratford,6,n/a,,,,,
St,Andrew,Orangeville,6,n/a,,,,
St,Bernadette,Ajax,6,n/a,,,,
St,Brigid,Georgetown,6,n/a,,,,
St,David,Dorchester,6,n/a,,,,
St,Denis,St,Catharines,6,n/a,,,
St,Elizabeth,Wallaceburg,6,n/a,,,,
St,Emily,Nepean,6,n/a,,,,
St,Francis,Xavier,Brockville,6,n/a,,,
St,Louis,Leamington,6,n/a,,,,
St.,Alphonsa,Brampton,6,n/a,,,,
St.,Mary's,Hagersville,6,n/a,,,,
Sweet's,Corners,Lyndhurst,6,n/a,,,,
Tom,Longboat,Toronto,6,n/a,,,,
W,J,Baird,Blenheim,6,n/a,,,
Walter,Gretzky,Brantford,6,n/a,,,,
Woodland,Park,Cambridge,6,n/a,,,,
Anne,Hathaway,Stratford,5.9,n/a,,,,
Applecroft,Ajax,5.9,n/a,,,,,
Armitage,Village,Newmarket,5.9,n/a,,,,
Avalon,Orléans,5.9,n/a,,,,,
Avondale,Toronto,5.9,n/a,,,,,
Baden,Baden,5.9,n/a,,,,,
Blenheim,Drumbo,5.9,n/a,,,,,
Blessed,Sacrament,Hamilton,5.9,n/a,,,,
Champlain,Discovery,Pembroke,5.9,n/a,,,,
Clemens,Mill,Cambridge,5.9,n/a,,,,
Countryside,Village,Brampton,5.9,n/a,,,,
des,Pins,Gloucester,5.9,n/a,,,,
Don-Bosco,Timmins,5.9,n/a,,,,,
Downie,Central,St,Pauls,5.9,n/a,,,
Dr,C,F,Cannon,Oshawa,5.9,n/a,,
Dr,Roberta,Bondar,Ajax,5.9,n/a,,,
Elginburg,Elginburg,5.9,n/a,,,,,
English,Central,New,Liskeard,5.9,n/a,,,
Featherston,Drive,Ottawa,5.9,n/a,,,,
Frère-André,Barrie,5.9,n/a,,,,,
Glen,Park,Toronto,5.9,n/a,,,,
Hillcrest,Campbellford,5.9,n/a,,,,,
Holy,Child,Toronto,5.9,n/a,,,,
Immaculate,Conception,Peterborough,5.9,n/a,,,,
Immaculate,Conception,Woodbridge,5.9,n/a,,,,
James,MacDonald,Hamilton,5.9,n/a,,,,
Jean,Little,Guelph,5.9,n/a,,,,
John,Brant,Ridgeway,5.9,n/a,,,,
Kente,Ameliasburgh,5.9,n/a,,,,,
Kew,Beach,Toronto,5.9,n/a,,,,
Killarney,Beach,Lefroy,5.9,n/a,,,,
L,A,Desmarais,Windsor,5.9,n/a,,,
La,Source,Barrie,5.9,n/a,,,,
Lady,Mackenzie,Kirkfield,5.9,n/a,,,,
Le,Flambeau,Mississauga,5.9,n/a,,,,
Lincoln,Alexander,Hamilton,5.9,n/a,,,,
Mary,Street,Community,Oshawa,5.9,n/a,,,
McCaskill's,Mills,Cannington,5.9,n/a,,,,
Miller's,Grove,Mississauga,5.9,n/a,,,,
Mono-Amaranth,Orangeville,5.9,n/a,,,,,
Morrisburg,Morrisburg,5.9,n/a,,,,,
Mother,Theresa,Cambridge,5.9,n/a,,,,
Nouvel,Horizon,Welland,5.9,n/a,,,,
Our,Lady,of,Lourdes,Toronto,5.9,n/a,,
Our,Lady,of,Mercy,Bancroft,5.9,n/a,,
Our,Lady,of,Perpetual,Help,Windsor,5.9,n/a,
Parkview,Windsor,5.9,n/a,,,,,
Parkway,Cambridge,5.9,n/a,,,,,
Ripley-Huron,Ripley,5.9,n/a,,,,,
Rockwood,Centennial,Rockwood,5.9,n/a,,,,
Rosedale,Sarnia,5.9,n/a,,,,,
Roseville,Windsor,5.9,n/a,,,,,
Rouge,Valley,Toronto,5.9,n/a,,,,
Saint-Michel,Leamington,5.9,n/a,,,,,
Sarnia,Christian,Sarnia,5.9,n/a,,,,
Schomberg,Schomberg,5.9,n/a,,,,,
Sir,John,A.,Macdonald,Kingston,5.9,n/a,,
St,Elizabeth,Bowmanville,5.9,n/a,,,,
St,Gregory,Picton,5.9,n/a,,,,
St,James,Lively,5.9,n/a,,,,
St,Joachim,Brampton,5.9,n/a,,,,
St,Margaret,Toronto,5.9,n/a,,,,
St,Mark,Prescott,5.9,n/a,,,,
St,Maurice,Toronto,5.9,n/a,,,,
St,Michaels,Hamilton,5.9,n/a,,,,
St,Patrick,Lucan,5.9,n/a,,,,
St,Patrick,Rockland,5.9,n/a,,,,
St,Pius,X,Thunder,Bay,5.9,n/a,,
St,Rose,of,Lima,Toronto,5.9,n/a,,
St,Simon,Toronto,5.9,n/a,,,,
St,Teresa,of,Avila,Mississauga,5.9,n/a,,
St,Theresa,Shrine,Toronto,5.9,n/a,,,
St,Therese,Port,Colborne,5.9,n/a,,,
St,Thomas,More,Toronto,5.9,n/a,,,
St,Valentine,Mississauga,5.9,n/a,,,,
St.,Michael's,Dunnville,5.9,n/a,,,,
Stittsville,Stittsville,5.9,n/a,,,,,
Stuart,Scott,Newmarket,5.9,n/a,,,,
Tait,Street,Cambridge,5.9,n/a,,,,
Tecumseh,Burlington,5.9,n/a,,,,,
Terry,Fox,Cobourg,5.9,n/a,,,,
W,R,Best,Memorial,Shanty,Bay,5.9,n/a,
Winston,Churchill,Waterloo,5.9,n/a,,,,
Alloa,Caledon,5.8,n/a,,,,,
Ballantrae,Stouffville,5.8,n/a,,,,,
Belfountain,Belfountain,5.8,n/a,,,,,
Bells,Corners,Nepean,5.8,n/a,,,,
Blessed,Pope,John,Paull,II,Brooklin,5.8,n/a,
Burkevale,Penetanguishene,5.8,n/a,,,,,
Canadian,Martyrs,Kitchener,5.8,n/a,,,,
Charles,Bowman,Bowmanville,5.8,n/a,,,,
Confederation,Central,Sarnia,5.8,n/a,,,,
Courtice,North,Courtice,5.8,n/a,,,,
Crestview,Murillo,5.8,n/a,,,,,
Eagle,Plains,Brampton,5.8,n/a,,,,
Echo,Place,Brantford,5.8,n/a,,,,
Eganville,Eganville,5.8,n/a,,,,,
Father,C,W,Sullivan,Brampton,5.8,n/a,,
Glen,Cedar,Newmarket,5.8,n/a,,,,
Gordon,Price,Hamilton,5.8,n/a,,,,
Groh,Kitchener,5.8,n/a,,,,,
Harrowsmith,Harrowsmith,5.8,n/a,,,,,
Harry,J,Clarke,Belleville,5.8,n/a,,,
Holy,Family,Alliston,5.8,n/a,,,,
Holy,Rosary,Guelph,5.8,n/a,,,,
Jack,Miner,Kingsville,5.8,n/a,,,,
Jean,Vanier,London,5.8,n/a,,,,
John,Paul,II,Gloucester,5.8,n/a,,,
Johnson-Tarbutt,Central,Desbarats,5.8,n/a,,,,
Keele,Street,Toronto,5.8,n/a,,,,
Lakeshore,Burlington,5.8,n/a,,,,,
Lakeside,Keswick,5.8,n/a,,,,,
Lincoln,Avenue,Ajax,5.8,n/a,,,,
Loughborough,Sydenham,5.8,n/a,,,,,
Maitland,River,Wingham,5.8,n/a,,,,
Marie,of,the,Incarnation,Bradford,5.8,n/a,,
Mariposa,Oakwood,5.8,n/a,,,,,
Michel-Dupuis,Ottawa,5.8,n/a,,,,,
Notre,Dame,Brantford,5.8,n/a,,,,
Notre-Dame,Cornwall,5.8,n/a,,,,,
Our,Lady,of,Lourdes,Delaware,5.8,n/a,,
Pavillon,des,Jeunes,Belle,Rivière,5.8,n/a,,
Pine,View,Pembroke,5.8,n/a,,,,
Plainville,Gores,Landing,5.8,n/a,,,,
Pleasant,Park,Ottawa,5.8,n/a,,,,
Prince,Albert,Prince,Albert,5.8,n/a,,,
Rosedale,Heights,Thornhill,5.8,n/a,,,,
Ryerson,Cambridge,5.8,n/a,,,,,
Saint,Gabriel,the,Archangel,Barrie,5.8,n/a,,
Sainte-Marguerite-Bourgeoys,Kemptville,5.8,n/a,,,,,
Saint-Philippe,Burlington,5.8,n/a,,,,,
Shelter,Bay,Mississauga,5.8,n/a,,,,
Sir,Edgar,Bauer,Waterloo,5.8,n/a,,,
Sir,John,A,Macdonald,Pickering,5.8,n/a,,
St,Bernard,Thunder,Bay,5.8,n/a,,,
St,Charles,Garnier,Mississauga,5.8,n/a,,,
St,Daniel,Kitchener,5.8,n/a,,,,
St,Elizabeth,Toronto,5.8,n/a,,,,
St,Francis,Cambridge,5.8,n/a,,,,
St,Francis,Sudbury,5.8,n/a,,,,
St,Joseph,Clinton,5.8,n/a,,,,
St,Jude,Ajax,5.8,n/a,,,,
St,Luke,Hamilton,5.8,n/a,,,,
St,Luke,Toronto,5.8,n/a,,,,
St,Marguerite,Bourgeoys,Brampton,5.8,n/a,,,
St,Michael,Guelph,5.8,n/a,,,,
St,Peter,Woodbridge,5.8,n/a,,,,
St,Philip,Mississauga,5.8,n/a,,,,
St,Philomena,Fort,Erie,5.8,n/a,,,
St,Thomas,Aquinas,Thunder,Bay,5.8,n/a,,
Stephen,G,Saywell,Oshawa,5.8,n/a,,,
The,Stewart,Perth,5.8,n/a,,,,
Thousand,Islands,Lansdowne,5.8,n/a,,,,
Uptergrove,Orillia,5.8,n/a,,,,,
Valour,Petawawa,5.8,n/a,,,,,
Vance,Chapman,Thunder,Bay,5.8,n/a,,,
W.T.,Townshend,Kitchener,5.8,n/a,,,,
Winona,Winona,5.8,n/a,,,,,
Adjala,Central,Loretto,5.7,n/a,,,,
Annunciation,Toronto,5.7,n/a,,,,,
Avon,Stratford,5.7,n/a,,,,,
Beachburg,Beachburg,5.7,n/a,,,,,
Bishop,Scalabrini,Mississauga,5.7,n/a,,,,
Blessed,Kateri,Tekakwitha,Toronto,5.7,n/a,,,
Blessed,Teresa,of,Calcutta,Mississauga,5.7,n/a,,
Clinton,Clinton,5.7,n/a,,,,,
Cookstown,Central,Cookstown,5.7,n/a,,,,
Coronation,Cambridge,5.7,n/a,,,,,
Courtland,Courtland,5.7,n/a,,,,,
Cundles,Heights,Barrie,5.7,n/a,,,,
Denne,Newmarket,5.7,n/a,,,,,
Dolson,Brampton,5.7,n/a,,,,,
Dr,G,J,MacGillivray,Courtice,5.7,n/a,,
ÉÉC,Sainte-Marguerite-Bourgeoys,Brantford,5.7,n/a,,,,
Egremont,Holstein,5.7,n/a,,,,,
Georges,Vanier,Brampton,5.7,n/a,,,,
Glencairn,Kitchener,5.7,n/a,,,,,
Goodfellow,Innisfil,5.7,n/a,,,,,
H,W,Burgess,Wallaceburg,5.7,n/a,,,
Holland-Chatsworth,Central,Holland,Centre,5.7,n/a,,,
Huron,Centennial,Brucefield,5.7,n/a,,,,
J,Douglas,Hogarth,Fergus,5.7,n/a,,,
James,R,Henderson,Kingston,5.7,n/a,,,
Kawartha,Heights,Peterborough,5.7,n/a,,,,
King,City,King,City,5.7,n/a,,,
Lanor,Toronto,5.7,n/a,,,,,
L'Équinoxe,Pembroke,5.7,n/a,,,,,
Lester,B,Pearson,Ajax,5.7,n/a,,,
Malvern,Toronto,5.7,n/a,,,,,
Manordale,Nepean,5.7,n/a,,,,,
Massassaga-Rednersville,Belleville,5.7,n/a,,,,,
Mitchell,Hepburn,St,Thomas,5.7,n/a,,,
Monsignor,J,E,Ronan,Beeton,5.7,n/a,,
Nobleton,Nobleton,5.7,n/a,,,,,
Norman,Cook,Toronto,5.7,n/a,,,,
Our,Lady,of,Lourdes,Sault,Ste.,Marie,5.7,n/a
Our,Lady,of,Victory,Ottawa,5.7,n/a,,
Pius,XII,Sudbury,5.7,n/a,,,,
Pope,John,Paul,II,Barrie,5.7,n/a,,
Port,Elgin-Saugeen,Central,Port,Elgin,5.7,n/a,,
Portage,View,Barrie,5.7,n/a,,,,
Precious,Blood,Toronto,5.7,n/a,,,,
Queen,Elizabeth,Belleville,5.7,n/a,,,,
Queen,Elizabeth,Sault,Ste.,Marie,5.7,n/a,,
Rockwood,Pembroke,5.7,n/a,,,,,
Ross,R,MacKay,Hillsburgh,5.7,n/a,,,
Saint-Denis,Sudbury,5.7,n/a,,,,,
Sainte-Thérèse,Windsor,5.7,n/a,,,,,
Sainte-Thérèse-d'Avila,Osgoode,5.7,n/a,,,,,
Saint-Jean/Pavillon,La,Croisée,Embrun,5.7,n/a,,,
Saint-Vincent,North,Bay,5.7,n/a,,,,
Sir,Isaac,Brock,London,5.7,n/a,,,
Southview,Napanee,5.7,n/a,,,,,
St,Augustine,Ottawa,5.7,n/a,,,,
St,Boniface,Toronto,5.7,n/a,,,,
St,Boniface,Zurich,5.7,n/a,,,,
St,Catherine,of,Siena,Woodbridge,5.7,n/a,,
St,Cecilia,Brampton,5.7,n/a,,,,
St,Charles,Chelmsford,5.7,n/a,,,,
St,Francis,of,Assisi,Georgetown,5.7,n/a,,
St,John,Beamsville,5.7,n/a,,,,
St,John,the,Evangelist,Toronto,5.7,n/a,,
St,Joseph,South,Porcupine,5.7,n/a,,,
St,Joseph,Island,Central,Richards,Landing,5.7,n/a,
St,Joseph's,Acton,5.7,n/a,,,,
St,Margaret,of,Scotland,Mississauga,5.7,n/a,,
St,Peter,Cambridge,5.7,n/a,,,,
St,Robert,London,5.7,n/a,,,,
Ste,Marguerite,Bourgeoys,Kenora,5.7,n/a,,,
Stirling,Stirling,5.7,n/a,,,,,
Sutton,Sutton,West,5.7,n/a,,,,
Tapleytown,Stoney,Creek,5.7,n/a,,,,
West,Bayfield,Barrie,5.7,n/a,,,,
Westmount,Thunder,Bay,5.7,n/a,,,,
Woburn,Toronto,5.7,n/a,,,,,
Annette,Street,Toronto,5.6,n/a,,,,
Ardtrea/Cumberland,Beach,Cumberland,Beach,5.6,n/a,,,
Assumption,St,Catharines,5.6,n/a,,,,
Bayside,Belleville,5.6,n/a,,,,,
Bishop,Francis,Allen,Brampton,5.6,n/a,,,
Brimwood,Boulevard,Toronto,5.6,n/a,,,,
Brooke,Central,Alvinston,5.6,n/a,,,,
Bruce,Trail,Milton,5.6,n/a,,,,
Chimo,Smiths,Falls,5.6,n/a,,,,
Chippewa,London,5.6,n/a,,,,,
Clearmeadow,Newmarket,5.6,n/a,,,,,
Coronation,Windsor,5.6,n/a,,,,,
Crestview,Kitchener,5.6,n/a,,,,,
des,Voyageurs,Gloucester,5.6,n/a,,,,
du,Sacré-Coeur,Toronto,5.6,n/a,,,,
Dundas,Central,Dundas,5.6,n/a,,,,
Eamer's,Corners,Cornwall,5.6,n/a,,,,
Florence,Meares,Burlington,5.6,n/a,,,,
Gateway,Toronto,5.6,n/a,,,,,
Glen,Tay,Perth,5.6,n/a,,,,
Grand,Valley,Grand,Valley,5.6,n/a,,,
Holy,Family,Sault,Ste.,Marie,5.6,n/a,,
Holy,Name,Toronto,5.6,n/a,,,,
Holy,Rosary,Burlington,5.6,n/a,,,,
Holy,Spirit,Brampton,5.6,n/a,,,,
J,J,O'Neill,Napanee,5.6,n/a,,,
Jockvale,Nepean,5.6,n/a,,,,,
John,XXIII,Kingston,5.6,n/a,,,,
Ken,Danby,Guelph,5.6,n/a,,,,
Kingsville,Kingsville,5.6,n/a,,,,,
Marlborough,Windsor,5.6,n/a,,,,,
Mildmay-Carrick,Central,Mildmay,5.6,n/a,,,,
Monsignor,Lee,Orillia,5.6,n/a,,,,
Notre-Dame-du-Sault,Sault,Ste.,Marie,5.6,n/a,,,
Oakwood,Oakville,5.6,n/a,,,,,
Paisley,Road,Guelph,5.6,n/a,,,,
Queen,Victoria,Windsor,5.6,n/a,,,,
Regina,Mundi,Toronto,5.6,n/a,,,,
Riverside,Mississauga,5.6,n/a,,,,,
Sir,Ernest,Macmillan,Burlington,5.6,n/a,,,
Sprucedale,Shakespeare,5.6,n/a,,,,,
St,Aidan,Toronto,5.6,n/a,,,,
St,Augustine,Toronto,5.6,n/a,,,,
St,Barnabas,Toronto,5.6,n/a,,,,
St,Clare,Woodbridge,5.6,n/a,,,,
St,Francis,Xavier,Toronto,5.6,n/a,,,
St,James,Oakville,5.6,n/a,,,,
St,John,Kitchener,5.6,n/a,,,,
St,Kevin,Brampton,5.6,n/a,,,,
St,Lucy,Brampton,5.6,n/a,,,,
St,Marcellus,Toronto,5.6,n/a,,,,
St,Marguerite,Bourgeoys,Kingston,5.6,n/a,,,
St,Martin,Thunder,Bay,5.6,n/a,,,
St,Mary,Grafton,5.6,n/a,,,,
St,Mary,Welland,5.6,n/a,,,,
St,Mary's,Barrie,5.6,n/a,,,,
St,Raymond,Mississauga,5.6,n/a,,,,
St,Thomas,More,Kingston,5.6,n/a,,,
St,Vincent,Chatham,5.6,n/a,,,,
St,Vincent,de,Paul,Cambridge,5.6,n/a,,
Timmins,Centennial,Timmins,5.6,n/a,,,,
W,H,Day,Bradford,5.6,n/a,,,
Wheatley,Area,Wheatley,5.6,n/a,,,,
A,J,Charbonneau,Arnprior,5.5,n/a,,,
Bellmoore,Binbrook,5.5,n/a,,,,,
C,H,Bray,Ancaster,5.5,n/a,,,
Caldwell,Street,Carleton,Place,5.5,n/a,,,
Central,Windsor,5.5,n/a,,,,,
Clairlea,Toronto,5.5,n/a,,,,,
du,Sacré-Coeur,Welland,5.5,n/a,,,,
Faywood,Arts,Toronto,5.5,n/a,,,,
Good,Shepherd,Brampton,5.5,n/a,,,,
Holy,Jubilee,Maple,5.5,n/a,,,,
Holy,Name,Essex,5.5,n/a,,,,
James,Culnan,Toronto,5.5,n/a,,,,
Jeanne-Lajoie,Pembroke,5.5,n/a,,,,,
Keith,Wightman,Peterborough,5.5,n/a,,,,
Lakefield,District,Lakefield,5.5,n/a,,,,
L'Envolée,Windsor,5.5,n/a,,,,,
Margaret,D,Bennie,Leamington,5.5,n/a,,,
Marie-Curie,London,5.5,n/a,,,,,
Monsignor,Castex,Midland,5.5,n/a,,,,
Muskoka,Beechgrove,Gravenhurst,5.5,n/a,,,,
New,Sarum,St,Thomas,5.5,n/a,,,
Notre,Dame,Cobourg,5.5,n/a,,,,
Oliver,M,Smith-Kawenni,io,Ohsweken,5.5,n/a,,
Onondaga-Brant,Brantford,5.5,n/a,,,,,
Our,Lady,of,Fatima,Ottawa,5.5,n/a,,
Oxbow,Ilderton,5.5,n/a,,,,,
Pioneer,Park,Kitchener,5.5,n/a,,,,
Pope,John,Paul,II,Bolton,5.5,n/a,,
Pope,John,Paul,II,Kenora,5.5,n/a,,
Prince,of,Peace,Keswick,5.5,n/a,,,
Queen,Elizabeth,Renfrew,5.5,n/a,,,,
Queen,Victoria,Belleville,5.5,n/a,,,,
Ray,Lewis,Hamilton,5.5,n/a,,,,
Rick,Hansen,London,5.5,n/a,,,,
Roseland,Windsor,5.5,n/a,,,,,
Ryerson,Toronto,5.5,n/a,,,,,
Seigneurie,Casselman,5.5,n/a,,,,,
Shaughnessy,Toronto,5.5,n/a,,,,,
Silverheights,Cambridge,5.5,n/a,,,,,
Sir,John,Moore,Community,Corunna,5.5,n/a,,
St,Agnes,Hamilton,5.5,n/a,,,,
St,Aidan,Brampton,5.5,n/a,,,,
St,Angela,Merici,Brampton,5.5,n/a,,,
St,Conrad,Toronto,5.5,n/a,,,,
St,David,Hamilton,5.5,n/a,,,,
St,James,Ajax,5.5,n/a,,,,
St,Jane,Frances,Toronto,5.5,n/a,,,
St,John,Vianney,Barrie,5.5,n/a,,,
St,Kevin,Welland,5.5,n/a,,,,
St,Leo,Brantford,5.5,n/a,,,,
St,Marguerite,d'Youville,London,5.5,n/a,,,
St,Martin,de,Porres,Kanata,5.5,n/a,,
St,Patrick,Brantford,5.5,n/a,,,,
St,Paul,Norwood,5.5,n/a,,,,
St,Paul,Toronto,5.5,n/a,,,,
St,Pius,X,London,5.5,n/a,,,
St,Vincent,de,Paul,Hamilton,5.5,n/a,,
St.,Luke,Lindsay,5.5,n/a,,,,
Upper,Thames,Mitchell,5.5,n/a,,,,
West,Lynde,Whitby,5.5,n/a,,,,
West,Nissouri,Thorndale,5.5,n/a,,,,
Westfield,Tillsonburg,5.5,n/a,,,,,
Westminster,Brockville,5.5,n/a,,,,,
Westmount,London,5.5,n/a,,,,,
Whole,Child,Toronto,5.5,n/a,,,,
Wilfrid,Jury,London,5.5,n/a,,,,
William,G,Miller,Toronto,5.5,n/a,,,
William,Tredway,Toronto,5.5,n/a,,,,
Anson,S,Taylor,Toronto,5.4,n/a,,,
Aylesbury,Brampton,5.4,n/a,,,,,
Bowmore,Road,Toronto,5.4,n/a,,,,
Bracebridge,Bracebridge,5.4,n/a,,,,,
Canadian,Martyrs,Hamilton,5.4,n/a,,,,
Cardinal,Newman,Brampton,5.4,n/a,,,,
Centreville,Centreville,5.4,n/a,,,,,
Collegiate,Avenue,Stoney,Creek,5.4,n/a,,,
Errol,Road,Sarnia,5.4,n/a,,,,
Félix-Ricard,Sudbury,5.4,n/a,,,,,
Hastings,Hastings,5.4,n/a,,,,,
Holy,Name,Welland,5.4,n/a,,,,
Huntsville,Huntsville,5.4,n/a,,,,,
Jesse,Ketchum,Toronto,5.4,n/a,,,,
Leslie,Frost,Lindsay,5.4,n/a,,,,
Lord,Nelson,London,5.4,n/a,,,,
Market,Lane,Toronto,5.4,n/a,,,,
Meadowlands,Nepean,5.4,n/a,,,,,
Perth,Avenue,Toronto,5.4,n/a,,,,
Pinecrest,Ottawa,5.4,n/a,,,,,
Queen,Victoria,Toronto,5.4,n/a,,,,
R,L,Hyslop,Stoney,Creek,5.4,n/a,,
Roberta,Bondar,Ottawa,5.4,n/a,,,,
Roden,Toronto,5.4,n/a,,,,,
S,T,Worden,Courtice,5.4,n/a,,,
Sacred,Heart,Marmora,5.4,n/a,,,,
Sainte-Kateri,Ottawa,5.4,n/a,,,,,
Saint-Thomas-d'Aquin,Sarnia,5.4,n/a,,,,,
Saint-Viateur,Limoges,5.4,n/a,,,,,
Springbank,Woodstock,5.4,n/a,,,,,
St,Bernard,of,Clairvaux,Waterford,5.4,n/a,,
St,Carthagh,Tweed,5.4,n/a,,,,
St,Catherine,Peterborough,5.4,n/a,,,,
St,Luke,Ottawa,5.4,n/a,,,,
St,Margaret,Thunder,Bay,5.4,n/a,,,
St,Mark,Beamsville,5.4,n/a,,,,
St,Mary,Niagara,Falls,5.4,n/a,,,
St,Patrick,Harrowsmith,5.4,n/a,,,,
St,Paul,Lakefield,5.4,n/a,,,,
St,Paul's,Alliston,5.4,n/a,,,,
St,Thomas,Waterdown,5.4,n/a,,,,
Sullivan,Chatsworth,5.4,n/a,,,,,
Tavistock,Tavistock,5.4,n/a,,,,,
The,Elms,Toronto,5.4,n/a,,,,
Valleyfield,Toronto,5.4,n/a,,,,,
Walter,Scott,Richmond,Hill,5.4,n/a,,,
Welborne,Avenue,Kingston,5.4,n/a,,,,
Westmount,Peterborough,5.4,n/a,,,,,
Alexander,Muir,Newmarket,5.3,n/a,,,,
AmherstView,Amherstview,5.3,n/a,,,,,
Banbury,Heights,Brantford,5.3,n/a,,,,
Bellview,Brantford,5.3,n/a,,,,,
Bolton,C,Falby,Ajax,5.3,n/a,,,
Brier,Park,Brantford,5.3,n/a,,,,
Buchanan,Toronto,5.3,n/a,,,,,
Burford,District,Burford,5.3,n/a,,,,
C,R,Judd,Capreol,5.3,n/a,,,
Cedar,Creek,Ayr,5.3,n/a,,,,
Centennial,Hylands,Shelburne,5.3,n/a,,,,
Charlotte,Lemieux,Ottawa,5.3,n/a,,,,
D.,Roy,Kennedy,Ottawa,5.3,n/a,,,
Dougall,Avenue,Windsor,5.3,n/a,,,,
Dunning-Foubert,Orléans,5.3,n/a,,,,,
École,élémentaire,Orangeville,Orangeville,5.3,n/a,,,
Father,Hennepin,Niagara,Falls,5.3,n/a,,,
Forest,View,Oshawa,5.3,n/a,,,,
Foyer-Jeunesse,Hanmer,5.3,n/a,,,,,
Franklin,Kitchener,5.3,n/a,,,,,
Gabrielle-Roy,Gloucester,5.3,n/a,,,,,
Gardiner,Georgetown,5.3,n/a,,,,,
Glenbrook,Shelburne,5.3,n/a,,,,,
Highcastle,Toronto,5.3,n/a,,,,,
Holly,Meadows,Barrie,5.3,n/a,,,,
Holy,Cross,Sault,Ste.,Marie,5.3,n/a,,
Killaloe,Killaloe,5.3,n/a,,,,,
Mohawk,Gardens,Burlington,5.3,n/a,,,,
Montclair,Oakville,5.3,n/a,,,,,
Msgr,John,Corrigan,Toronto,5.3,n/a,,,
Mundy's,Bay,Midland,5.3,n/a,,,,
North,Hope,Central,Campbellcroft,5.3,n/a,,,
Nouvel,Horizon,Hawkesbury,5.3,n/a,,,,
Ottawa,Crescent,Guelph,5.3,n/a,,,,
Our,Lady,of,Mount,Carmel,Amherstview,5.3,n/a,
Polson,Park,Kingston,5.3,n/a,,,,
Pope,Paul,Toronto,5.3,n/a,,,,
Riverside,Elmira,5.3,n/a,,,,,
Russell,Reid,Brantford,5.3,n/a,,,,
Sacred,Heart,Catholic,Port,Lambton,5.3,n/a,,
Saint-Ambroise,St.,Joachim,5.3,n/a,,,,
Saint-Michel,New,Liskeard,5.3,n/a,,,,
